"","Date","MMM","AXP","AMGN","AAPL","BA","CAT","CVX","CSCO","KO","DOW","GS","HD","HON","IBM","INTC","JNJ","JPM","MCD","MRK","MSFT","NKE","PG","CRM","TRV","UNH","VZ","V","WBA","WMT","DIS","DJI"
"197","2020-10-28",158.529999,91.599998,214.920074,111.008476,148.139999,151.160004,66.879997,35.709999,47.959999,45.18,189.770004,269.720001,160.407944,105.125626,43.930473,138.360001,96.540001,214.690002,76.18,202.679993,122.080002,137.660004,238.429993,121.5,308,56.310001,180.597885,34.59,140.039993,118.470001,26519.949219
"198","2020-10-29",158.479996,91.07,216.350357,115.121384,148.289993,154.669998,68.800003,35.689999,48.02,46.25,189.940002,269.630005,163.831894,107.353325,43.791485,137.190002,97.169998,214.949997,75.889999,204.720001,122.860001,137.570007,237.139999,122.459999,303.679993,56.759998,184.591858,33.52,139.919998,121.540001,26659.109375
"199","2020-10-30",159.960007,91.239998,215.476288,108.672516,144.389999,157.050003,69.5,35.900002,48.060001,45.490002,189.039993,266.709991,164.180252,110.064018,43.960255,137.110001,98.040001,213,75.209999,202.470001,120.080002,137.100006,232.270004,120.709999,305.140015,56.990002,181.43663,34.040001,138.75,121.25,26501.599609
"200","2020-11-02",162.940002,93.400002,218.724228,108.582664,148.600006,163.270004,72.150002,35.900002,48.619999,47.82,190.199997,270.73999,172.799835,111.29615,44.138954,138.690002,100.25,212.559998,76.709999,202.330002,122.389999,138.5,232.449997,123.919998,312.100006,57.700001,184.462067,35.790001,140.399994,120.129997,26925.050781
"201","2020-11-03",165.509995,96.290001,218.575241,110.249794,153.649994,167.690002,71.739998,36.68,49.349998,48.73,197.929993,277.369995,178.373718,112.528282,44.526138,138.5,103.410004,216.800003,76.919998,206.429993,124.589996,141.220001,237.130005,126.339996,321.350006,57.75,188.056641,37.369999,142.779999,124.019997,27480.029297
"202","2020-11-04",160.160004,96.400002,228.775955,114.752022,151.630005,155.229996,71.769997,36.57,49.169998,46.450001,197.869995,282.720001,178.075104,110.300583,45.370003,139.399994,100.25,214.869995,80.620003,216.389999,127.339996,140.639999,250.740005,123.400002,354.559998,57.220001,193.678177,36.299999,141.960007,125.07,27847.660156
"203","2020-11-05",163.199997,98.110001,230.404877,118.824997,157.089996,163.089996,72.139999,37.23,49.439999,48.970001,202.960007,285.850006,182.424713,113.129562,45.68,139.759995,104.349998,216.309998,80.459999,223.289993,129.699997,142.380005,260.220001,127.510002,354.399994,58.150002,197.342651,37.529999,143.470001,126.959999,28390.179688
"204","2020-11-06",163.020004,96.690002,230.106903,118.690002,157.740005,161.289993,71.150002,37.529999,49.450001,48.23,201.259995,284.23999,183.410095,112.409996,45.389999,142.25,102.959999,216.559998,80.360001,223.720001,128.899994,143.229996,260.149994,127,347.459991,58.529999,198.171402,37.310001,145.770004,127.459999,28323.400391
"205","2020-11-09",163.429993,117.370003,233.414444,116.32,179.360001,170.820007,79.400002,38.200001,52.57,52.119999,214.929993,269.970001,196.07074,115.529999,45.599998,146.080002,116.900002,213.220001,80.5,218.389999,128.949997,137.990005,259.279999,134.279999,350,59.84,212.360016,39.779999,143.539993,142.589996,29157.970703
"206","2020-11-10",169.139999,115.949997,239.96991,115.970001,188.690002,172.300003,83.07,38.720001,53.98,53.459999,217.470001,275.570007,201.037445,117.910004,45.439999,148.279999,116.519997,213.320007,81.110001,211.009995,127.709999,140.259995,247.660004,136.360001,353.690002,61.099998,212.989075,42.349998,145.559998,142.110001,29420.919922
"207","2020-11-11",169.210007,111.120003,239.066055,119.489998,182.149994,169.460007,82.459999,39.330002,53.580002,52.209999,218.050003,277.75,198.360001,117.199997,46.349998,147.800003,114.779999,218.020004,81.059998,216.550003,127.660004,142.070007,254.179993,134.960007,351.700012,61,212.37999,41.439999,147.979996,137.820007,29397.630859
"208","2020-11-12",167.050003,111.099998,235.539993,119.209999,176.720001,169.130005,80.669998,38.669998,53.009998,51.040001,214.509995,276.23999,197.240005,114.5,44.950001,148.300003,113.370003,213.070007,79.860001,215.440002,126.639999,142.149994,249.419998,132.399994,354.410004,60.790001,208.259995,40.77,148.229996,135.520004,29080.169922
